Marital status,Application mode,Application order,Course,Daytime/evening attendance,Previous qualification,Previous qualification (grade),Nacionality,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Admission grade,Displaced,Educational special needs,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,International,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 2nd sem (without evaluations),Unemployment rate,Inflation rate,GDP,Target,Total Approved Units,Average Grade,Approval Ratio
1.0,5.0,3.5,9119.0,1.0,1.0,115.0,1.0,19.0,37.0,4.0,6.0,113.3,1.0,0.0,0.0,1.0,1.0,0.0,23.0,0.0,0.0,5.0,7.0,0.0,7.3999999999999995,0.0,0.0,5.0,5.0,0.0,6.874999999999999,0.0,7.6,2.6,0.32,0,0.0,7.137499999999999,0.0
1.0,1.0,1.0,9773.0,1.0,1.0,108.0,1.0,34.0,38.0,0.0,3.0,105.9,0.0,0.0,0.0,1.0,1.0,0.0,20.0,0.0,0.0,6.0,11.0,4.0,10.75,0.0,0.0,6.0,13.0,2.0,10.0,0.0,7.6,2.6,0.32,0,6.0,10.375,0.5
1.0,18.0,2.0,9119.0,1.0,1.0,136.0,1.0,1.0,2.0,5.0,4.0,122.7,1.0,0.0,0.0,1.0,1.0,0.0,18.0,0.0,0.0,5.0,7.0,5.0,12.6,0.0,0.0,5.0,9.0,3.0,13.25,0.0,13.9,-0.3,0.79,0,8.0,12.925,0.8
1.0,39.0,2.0,9147.0,1.0,1.0,133.1,1.0,19.0,38.0,9.0,9.0,120.0,1.0,0.0,0.0,1.0,1.0,0.0,28.0,0.0,0.0,5.0,5.0,0.0,7.3999999999999995,0.0,0.0,5.0,5.0,0.0,6.874999999999999,0.0,9.4,-0.8,-3.12,0,0.0,7.137499999999999,0.0
1.0,44.0,1.0,9070.0,1.0,1.0,120.0,1.0,1.0,19.0,5.0,8.0,119.8,0.0,0.0,0.0,1.0,1.0,0.0,21.0,0.0,0.0,7.0,7.0,2.0,12.0,0.0,0.0,9.0,10.0,7.0,12.142857142857142,0.0,12.4,0.5,1.79,0,9.0,12.071428571428571,0.5625
1.0,39.0,1.0,9670.0,1.0,1.0,133.1,1.0,38.0,19.0,9.0,8.0,122.9,0.0,0.0,0.0,1.0,1.0,0.0,25.0,0.0,0.0,6.0,7.0,3.0,14.0,0.0,0.0,6.0,9.0,2.0,14.5,0.0,13.9,-0.3,0.79,0,5.0,14.25,0.4166666666666667
1.0,44.0,1.0,9085.0,1.0,1.0,160.0,1.0,1.0,1.0,5.0,4.0,160.0,1.0,0.0,0.0,1.0,1.0,0.0,19.0,0.0,0.0,6.0,6.0,6.0,14.0,0.0,0.0,6.0,11.0,6.0,13.5,0.0,12.4,0.5,1.79,0,12.0,13.75,1.0
1.0,1.0,3.5,9500.0,1.0,1.0,128.0,1.0,1.0,1.0,4.0,10.0,125.2,1.0,0.0,0.0,1.0,1.0,0.0,18.0,0.0,0.0,7.0,7.0,7.0,14.682857142857143,0.0,0.0,8.0,9.0,8.0,15.055555555555555,0.0,12.4,0.5,1.79,2,15.0,14.86920634920635,1.0
1.0,39.0,1.0,9119.0,1.0,1.0,130.0,1.0,1.0,38.0,16.5,16.5,143.4,0.0,0.0,0.0,1.0,1.0,0.0,29.0,0.0,0.0,3.0,3.0,0.0,7.3999999999999995,0.0,0.0,5.0,0.0,0.0,6.874999999999999,0.0,10.8,1.4,1.74,0,0.0,7.137499999999999,0.0
1.0,39.0,1.0,9119.0,1.0,1.0,133.1,1.0,37.0,38.0,3.0,7.0,96.7,0.0,0.0,0.0,1.0,1.0,0.0,29.0,0.0,0.0,5.0,6.0,0.0,7.3999999999999995,0.0,0.0,5.0,7.0,0.0,6.874999999999999,0.0,12.4,0.5,1.79,0,0.0,7.137499999999999,0.0
1.0,18.0,1.0,9254.0,1.0,1.0,137.0,1.0,19.0,19.0,4.0,5.0,126.9,0.0,0.0,0.0,1.0,1.0,0.0,20.0,0.0,0.0,6.0,7.0,6.0,13.857142857142858,0.0,0.0,6.0,7.0,5.0,12.8,0.0,16.2,0.3,-0.92,2,11.0,13.32857142857143,0.9166666666666666
1.0,1.0,1.0,8378.5,1.0,1.0,162.5,1.0,19.0,1.0,9.0,7.0,143.1,0.0,0.0,0.0,1.0,1.0,0.0,18.0,0.0,0.0,2.0,0.0,0.0,7.3999999999999995,0.0,0.0,2.0,0.0,0.0,6.874999999999999,0.0,9.4,-0.8,-3.12,2,0.0,7.137499999999999,0.0
1.0,1.0,1.0,9254.0,1.0,1.0,125.0,1.0,1.0,1.0,16.5,16.5,114.5,0.0,0.0,0.0,1.0,1.0,0.0,20.0,0.0,0.0,6.0,8.0,6.0,13.142857142857142,0.0,0.0,6.0,7.0,6.0,12.5,0.0,8.9,1.4,3.51,2,12.0,12.821428571428571,1.0
1.0,39.0,1.0,9119.0,1.0,1.0,120.0,1.0,34.0,34.0,0.0,0.0,140.0,1.0,0.0,0.0,1.0,1.0,0.0,33.0,0.0,0.0,5.0,14.0,1.0,17.0,0.0,0.0,5.0,9.0,2.0,13.0,0.0,9.4,-0.8,-3.12,0,3.0,15.0,0.3
1.0,42.0,1.0,9991.0,1.0,1.0,150.0,1.0,19.0,19.0,5.0,5.0,113.7,0.0,0.0,0.0,1.0,1.0,0.0,30.0,0.0,0.0,10.0,15.0,10.5,11.461538461538462,0.0,0.0,10.0,15.0,10.0,11.583333333333334,0.0,16.2,0.3,-0.92,2,20.5,11.522435897435898,1.025
1.0,1.0,1.0,9556.0,1.0,1.0,135.0,1.0,1.0,1.0,1.0,1.0,131.5,0.0,0.0,0.0,1.0,1.0,0.0,21.0,0.0,0.0,7.0,14.0,5.0,11.2,0.0,0.0,8.0,11.0,6.0,11.583333333333334,0.0,16.2,0.3,-0.92,1,11.0,11.391666666666666,0.7333333333333333
1.0,1.0,1.0,9003.0,1.0,1.0,148.0,1.0,1.0,19.0,16.5,16.5,143.5,0.0,0.0,0.0,1.0,1.0,0.0,18.0,0.0,0.0,6.0,6.0,5.0,15.0,0.0,0.0,6.0,8.0,4.0,14.5,0.0,8.9,1.4,3.51,2,9.0,14.75,0.75
1.0,1.0,1.0,9500.0,1.0,1.0,138.0,1.0,38.0,38.0,9.0,9.0,126.8,0.0,0.0,0.0,1.0,1.0,0.0,19.0,0.0,0.0,7.0,9.0,7.0,14.244444444444444,0.0,0.0,8.0,12.0,8.0,12.233333333333333,0.0,15.5,2.8,-4.06,2,15.0,13.238888888888887,1.0
1.0,17.0,1.0,9070.0,1.0,1.0,119.0,1.0,38.0,19.0,9.0,9.0,115.2,0.0,0.0,0.0,1.0,1.0,0.0,21.0,0.0,0.0,6.0,8.0,4.0,11.5,0.0,0.0,6.0,7.0,5.0,11.0,0.0,15.5,2.8,-4.06,0,9.0,11.25,0.75
1.0,39.0,2.0,9556.0,1.0,1.0,130.0,1.0,19.0,19.0,4.0,5.0,100.0,0.0,0.0,0.0,1.0,1.0,0.0,25.0,0.0,0.0,7.0,7.0,2.0,10.0,0.0,0.0,7.0,7.0,0.0,6.874999999999999,0.0,15.5,2.8,-4.06,0,2.0,8.4375,0.14285714285714285
1.0,1.0,2.0,9670.0,1.0,1.0,135.0,1.0,19.0,19.0,7.0,10.0,121.4,0.0,0.0,0.0,1.0,1.0,0.0,19.0,0.0,0.0,5.0,7.0,3.0,12.333333333333334,0.0,0.0,5.0,5.0,5.0,11.6,0.0,9.4,-0.8,-3.12,2,8.0,11.966666666666667,0.8
1.0,44.0,1.0,9070.0,1.0,1.0,120.0,1.0,19.0,1.0,9.0,3.0,120.0,1.0,0.0,0.0,1.0,1.0,0.0,23.0,0.0,0.0,7.0,8.0,5.0,12.2,0.0,0.0,9.0,10.0,7.0,12.142857142857142,0.0,16.2,0.3,-0.92,0,12.0,12.17142857142857,0.75
1.0,17.0,2.0,9070.0,1.0,1.0,126.0,1.0,38.0,38.0,9.0,8.0,129.9,1.0,0.0,0.0,1.0,1.0,0.0,19.0,0.0,0.0,6.0,6.0,6.0,13.666666666666666,0.0,0.0,6.0,7.0,5.0,13.2,0.0,12.4,0.5,1.79,2,11.0,13.433333333333334,0.9166666666666666
1.0,1.0,1.0,8378.5,1.0,1.0,149.0,1.0,3.0,2.0,2.0,5.0,151.1,1.0,0.0,0.0,1.0,1.0,0.0,19.0,0.0,0.0,2.0,0.0,0.0,7.3999999999999995,0.0,0.0,2.0,0.0,0.0,6.874999999999999,0.0,9.4,-0.8,-3.12,2,0.0,7.137499999999999,0.0
1.0,39.0,1.0,9003.0,1.0,1.0,110.0,1.0,19.0,37.0,9.0,6.0,120.0,0.0,0.0,0.0,1.0,1.0,0.0,31.0,0.0,0.0,6.0,15.0,1.0,11.0,0.0,0.0,6.0,10.0,0.0,6.874999999999999,0.0,16.2,0.3,-0.92,0,1.0,8.9375,0.08333333333333333
1.0,39.0,1.0,9003.0,1.0,1.0,133.1,1.0,37.0,37.0,4.0,7.0,130.0,0.0,0.0,0.0,1.0,1.0,0.0,32.0,0.0,0.0,6.0,8.0,3.0,13.0,0.0,0.0,10.0,14.0,6.0,11.428571428571429,0.0,16.2,0.3,-0.92,0,9.0,12.214285714285715,0.5625
1.0,16.0,2.0,9500.0,1.0,1.0,127.0,1.0,2.0,38.0,4.0,9.0,119.0,1.0,0.0,0.0,1.0,0.0,0.0,19.0,0.0,0.0,8.0,12.0,7.0,12.599999999999998,0.0,0.0,8.0,12.0,7.0,12.599999999999998,0.0,10.8,1.4,1.74,2,14.0,12.599999999999998,0.875
1.0,42.0,1.0,9773.0,1.0,1.0,120.0,1.0,34.0,34.0,0.0,0.0,122.0,1.0,0.0,0.0,1.0,0.0,0.0,34.0,0.0,0.0,10.0,11.0,10.0,12.2,0.0,0.0,10.0,12.0,9.0,12.333333333333334,0.0,7.6,2.6,0.32,2,19.0,12.266666666666666,0.95
1.0,16.0,3.5,9773.0,1.0,1.0,136.0,1.0,38.0,14.0,0.0,0.0,129.7,1.0,0.0,0.0,1.0,0.0,0.0,21.0,0.0,0.0,6.0,6.0,6.0,13.166666666666666,0.0,0.0,6.0,6.0,6.0,13.0,0.0,7.6,2.6,0.32,2,12.0,13.083333333333332,1.0
1.0,43.0,2.0,9238.0,1.0,1.0,110.0,1.0,37.0,37.0,9.0,7.0,112.5,1.0,0.0,0.0,1.0,0.0,0.0,34.0,0.0,0.0,7.0,16.0,6.0,11.0,0.0,0.0,7.0,9.0,7.0,11.0,0.0,9.4,-0.8,-3.12,2,13.0,11.0,0.9285714285714286
1.0,1.0,1.0,9500.0,1.0,1.0,136.0,1.0,19.0,19.0,4.0,7.0,136.0,0.0,0.0,0.0,1.0,0.0,0.0,19.0,0.0,0.0,7.0,7.0,7.0,14.014285714285714,0.0,0.0,8.0,8.0,8.0,15.35,0.0,13.9,-0.3,0.79,2,15.0,14.682142857142857,1.0
1.0,1.0,3.0,9773.0,1.0,1.0,145.0,1.0,38.0,38.0,9.0,5.0,133.1,0.0,0.0,0.0,1.0,0.0,0.0,20.0,0.0,0.0,6.0,9.0,4.0,13.0,0.0,0.0,6.0,13.0,4.0,11.25,0.0,10.8,1.4,1.74,2,8.0,12.125,0.6666666666666666
1.0,1.0,2.0,9773.0,1.0,1.0,159.0,1.0,1.0,19.0,9.0,9.0,151.3,1.0,0.0,0.0,1.0,0.0,0.0,18.0,0.0,0.0,6.0,6.0,6.0,14.0,0.0,0.0,6.0,6.0,6.0,14.666666666666666,0.0,10.8,1.4,1.74,2,12.0,14.333333333333332,1.0
1.0,39.0,1.0,8378.5,1.0,1.0,147.0,1.0,37.0,38.0,16.5,16.5,133.3,0.0,0.0,0.0,1.0,0.0,0.0,32.0,0.0,0.0,2.0,0.0,0.0,7.3999999999999995,0.0,0.0,2.0,0.0,0.0,6.874999999999999,0.0,16.2,0.3,-0.92,0,0.0,7.137499999999999,0.0
1.0,43.0,1.0,9500.0,1.0,1.0,150.0,1.0,37.0,37.0,9.0,9.0,130.8,1.0,0.0,0.0,1.0,0.0,0.0,21.0,0.0,0.0,8.0,8.0,7.0,14.428571428571429,0.0,0.0,8.0,8.0,7.0,14.428571428571429,0.0,12.7,3.7,-1.7,2,14.0,14.428571428571429,0.875
1.0,7.0,1.0,8378.5,1.0,1.0,140.0,1.0,37.0,12.0,9.0,4.0,140.0,0.0,0.0,0.0,1.0,0.0,0.0,26.0,0.0,0.0,5.0,9.0,0.0,7.3999999999999995,0.0,0.0,5.0,10.0,0.0,6.874999999999999,0.0,9.4,-0.8,-3.12,0,0.0,7.137499999999999,0.0
1.0,42.0,1.0,9085.0,1.0,1.0,150.0,1.0,1.0,1.0,4.0,7.0,150.0,1.0,0.0,0.0,1.0,0.0,0.0,26.0,0.0,0.0,10.0,16.0,10.5,11.833333333333334,0.0,0.0,10.0,16.0,12.0,12.461538461538462,0.0,15.5,2.8,-4.06,2,22.5,12.147435897435898,1.125
1.0,44.0,1.0,9991.0,1.0,1.0,130.0,1.0,1.0,37.0,4.0,9.0,130.0,0.0,0.0,0.0,1.0,0.0,0.0,21.0,0.0,0.0,5.0,12.0,3.0,11.333333333333334,0.0,0.0,5.0,10.0,1.0,13.0,0.0,15.5,2.8,-4.06,0,4.0,12.166666666666668,0.4
1.0,17.0,1.0,9773.0,1.0,1.0,120.0,1.0,37.0,37.0,5.0,5.0,125.3,0.0,0.0,0.0,1.0,0.0,0.0,18.0,0.0,0.0,6.0,9.0,6.0,12.5,0.0,0.0,6.0,9.0,6.0,13.0,0.0,7.6,2.6,0.32,2,12.0,12.75,1.0
1.0,43.0,1.0,9070.0,1.0,1.0,130.0,1.0,19.0,37.0,5.0,9.0,124.0,1.0,0.0,0.0,1.0,0.0,0.0,21.0,0.0,0.0,10.0,12.0,10.5,13.333333333333334,0.0,0.0,10.0,12.0,11.0,12.545454545454543,0.0,15.5,2.8,-4.06,2,21.5,12.939393939393938,1.075
1.0,1.0,1.0,9254.0,1.0,1.0,112.0,1.0,38.0,19.0,9.0,5.0,113.8,1.0,0.0,0.0,1.0,0.0,0.0,21.0,0.0,0.0,6.0,10.0,6.0,10.833333333333334,0.0,0.0,6.0,10.0,4.0,11.0,0.0,7.6,2.6,0.32,1,10.0,10.916666666666668,0.8333333333333334
1.0,17.0,1.0,9670.0,1.0,1.0,128.0,1.0,19.0,19.0,7.0,7.0,124.4,0.0,0.0,0.0,1.0,0.0,0.0,19.0,0.0,0.0,6.0,6.0,6.0,13.0,0.0,0.0,6.0,6.0,6.0,14.0,0.0,13.9,-0.3,0.79,2,12.0,13.5,1.0
1.0,17.0,1.0,9147.0,1.0,1.0,114.0,1.0,19.0,19.0,9.0,7.0,107.7,0.0,0.0,0.0,1.0,0.0,0.0,19.0,0.0,0.0,5.0,7.0,2.0,10.0,0.0,0.0,5.0,11.0,2.0,14.0,0.0,10.8,1.4,1.74,0,4.0,12.0,0.4
1.0,43.0,2.0,9238.0,1.0,1.0,118.0,1.0,38.0,38.0,5.0,5.0,110.0,0.0,0.0,0.0,1.0,0.0,0.0,19.0,0.0,0.0,6.0,8.0,6.0,11.428571428571429,0.0,0.0,6.0,11.0,5.0,11.2,0.0,10.8,1.4,1.74,2,11.0,11.314285714285713,0.9166666666666666
1.0,7.0,1.0,9500.0,1.0,1.0,130.0,1.0,37.0,38.0,7.0,7.0,130.0,1.0,0.0,0.0,1.0,0.0,0.0,27.0,0.0,0.0,8.0,8.0,8.0,12.8875,0.0,0.0,8.0,8.0,8.0,12.8875,0.0,9.4,-0.8,-3.12,2,16.0,12.8875,1.0
1.0,1.0,2.0,9500.0,1.0,1.0,145.0,1.0,37.0,1.0,9.0,4.0,138.8,1.0,0.0,0.0,1.0,0.0,0.0,18.0,0.0,0.0,7.0,7.0,6.0,12.95,0.0,0.0,7.0,7.0,6.0,12.95,0.0,7.6,2.6,0.32,2,12.0,12.95,0.8571428571428571
1.0,1.0,2.0,9147.0,1.0,1.0,121.0,1.0,19.0,19.0,9.0,9.0,126.3,1.0,0.0,0.0,1.0,0.0,0.0,20.0,0.0,0.0,5.0,12.0,1.0,10.0,0.0,0.0,5.0,5.0,0.0,6.874999999999999,0.0,12.7,3.7,-1.7,0,1.0,8.4375,0.1
1.0,1.0,3.0,9500.0,1.0,1.0,114.0,1.0,1.0,1.0,5.0,5.0,114.5,1.0,0.0,0.0,1.0,0.0,0.0,19.0,0.0,0.0,7.0,7.0,7.0,13.094285714285714,0.0,0.0,8.0,8.0,8.0,12.55,0.0,12.4,0.5,1.79,2,15.0,12.822142857142858,1.0
1.0,1.0,3.5,9670.0,1.0,1.0,127.0,1.0,1.0,1.0,7.0,7.0,116.5,1.0,0.0,0.0,1.0,0.0,0.0,20.0,0.0,0.0,6.0,7.0,0.0,7.3999999999999995,0.0,0.0,6.0,6.0,0.0,6.874999999999999,0.0,16.2,0.3,-0.92,0,0.0,7.137499999999999,0.0
1.0,17.0,2.0,9238.0,1.0,1.0,145.0,1.0,19.0,38.0,7.0,6.0,128.6,1.0,0.0,0.0,1.0,0.0,0.0,19.0,0.0,0.0,6.0,12.0,5.0,11.714285714285714,0.0,0.0,6.0,11.0,6.0,11.0,0.0,12.7,3.7,-1.7,2,11.0,11.357142857142858,0.9166666666666666
1.0,17.0,3.5,9238.0,1.0,1.0,130.0,1.0,19.0,1.0,5.0,5.0,130.0,1.0,0.0,0.0,1.0,0.0,0.0,20.0,0.0,0.0,6.0,8.0,4.0,11.25,0.0,0.0,6.0,15.0,3.0,10.0,0.0,9.4,-0.8,-3.12,1,7.0,10.625,0.5833333333333334
1.0,1.0,1.0,8378.5,1.0,1.0,150.0,1.0,38.0,19.0,7.0,10.0,134.6,0.0,0.0,0.0,1.0,0.0,0.0,20.0,0.0,0.0,2.0,0.0,0.0,7.3999999999999995,0.0,0.0,2.0,0.0,0.0,6.874999999999999,0.0,15.5,2.8,-4.06,0,0.0,7.137499999999999,0.0
1.0,1.0,1.0,9853.0,1.0,1.0,145.0,1.0,37.0,37.0,9.0,5.0,146.8,0.0,0.0,0.0,1.0,0.0,0.0,18.0,0.0,0.0,6.0,6.0,6.0,13.166666666666666,0.0,0.0,6.0,6.0,6.0,13.333333333333334,0.0,7.6,2.6,0.32,2,12.0,13.25,1.0
1.0,1.0,1.0,9085.0,1.0,1.0,128.0,1.0,19.0,1.0,5.0,4.0,135.7,1.0,0.0,0.0,1.0,0.0,0.0,20.0,0.0,0.0,5.0,7.0,4.0,12.75,0.0,0.0,5.0,5.0,5.0,13.4,0.0,10.8,1.4,1.74,2,9.0,13.075,0.9
1.0,39.0,1.0,9991.0,1.0,1.0,140.0,1.0,37.0,37.0,9.0,9.0,120.0,0.0,0.0,0.0,1.0,0.0,0.0,34.0,0.0,0.0,5.0,6.0,5.0,10.6,0.0,0.0,5.0,9.0,2.0,11.0,0.0,12.7,3.7,-1.7,0,7.0,10.8,0.7
1.0,39.0,1.0,8378.5,1.0,1.0,130.0,1.0,37.0,37.0,9.0,7.0,138.0,0.0,0.0,0.0,1.0,0.0,0.0,34.0,0.0,0.0,6.0,8.0,5.0,11.2,0.0,0.0,6.0,6.0,6.0,12.0,0.0,8.9,1.4,3.51,2,11.0,11.6,0.9166666666666666
1.0,39.0,1.0,9500.0,1.0,1.0,140.0,1.0,37.0,37.0,9.0,6.0,135.5,0.0,0.0,0.0,1.0,0.0,0.0,32.0,0.0,0.0,7.0,0.0,0.0,7.3999999999999995,0.0,0.0,8.0,0.0,0.0,6.874999999999999,0.0,13.9,-0.3,0.79,0,0.0,7.137499999999999,0.0
1.0,15.0,1.0,9773.0,1.0,1.0,120.0,1.0,19.0,19.0,4.0,5.0,120.0,1.0,0.0,0.0,1.0,0.0,0.0,22.0,0.0,0.0,6.0,6.0,6.0,13.0,0.0,0.0,6.0,6.0,6.0,13.666666666666666,0.0,12.4,0.5,1.79,2,12.0,13.333333333333332,1.0
1.0,39.0,1.0,9991.0,1.0,1.0,147.0,1.0,34.0,34.0,16.5,16.5,111.7,1.0,0.0,0.0,1.0,0.0,0.0,28.0,0.0,0.0,5.0,10.0,0.0,7.3999999999999995,0.0,0.0,5.0,5.0,0.0,6.874999999999999,0.0,7.6,2.6,0.32,0,0.0,7.137499999999999,0.0
1.0,39.0,1.0,8378.5,1.0,1.0,133.1,1.0,37.0,37.0,8.0,10.0,100.0,1.0,0.0,0.0,1.0,0.0,0.0,34.0,0.0,0.0,6.0,0.0,0.0,7.3999999999999995,0.0,0.0,6.0,0.0,0.0,6.874999999999999,0.0,9.4,-0.8,-3.12,0,0.0,7.137499999999999,0.0
1.0,44.0,1.0,9003.0,1.0,1.0,160.0,1.0,37.0,38.0,9.0,4.0,160.0,0.0,0.0,0.0,1.0,0.0,0.0,34.0,0.0,0.0,6.0,8.0,6.0,14.166666666666666,0.0,0.0,6.0,9.0,6.0,15.0,0.0,15.5,2.8,-4.06,2,12.0,14.583333333333332,1.0
1.0,39.0,1.0,8378.5,1.0,1.0,133.1,1.0,37.0,1.0,9.0,7.0,114.8,0.0,0.0,0.0,1.0,0.0,0.0,34.0,0.0,0.0,6.0,10.0,5.0,12.833333333333334,0.0,0.0,6.0,6.0,6.0,12.333333333333334,0.0,13.9,-0.3,0.79,2,11.0,12.583333333333334,0.9166666666666666
1.0,39.0,1.0,8378.5,1.0,1.0,140.0,1.0,37.0,37.0,9.0,3.0,131.0,0.0,0.0,0.0,1.0,0.0,0.0,29.0,0.0,0.0,6.0,11.0,4.0,11.75,0.0,0.0,6.0,9.0,5.0,10.4,0.0,10.8,1.4,1.74,2,9.0,11.075,0.75
1.0,39.0,1.0,8378.5,1.0,1.0,133.1,1.0,37.0,37.0,9.0,9.0,97.0,0.0,0.0,0.0,1.0,0.0,0.0,34.0,0.0,0.0,6.0,8.0,6.0,10.833333333333334,0.0,0.0,6.0,7.0,6.0,11.5,0.0,10.8,1.4,1.74,2,12.0,11.166666666666668,1.0
1.0,17.0,3.5,9238.0,1.0,1.0,131.0,1.0,1.0,3.0,4.0,2.0,131.7,1.0,0.0,0.0,1.0,0.0,0.0,18.0,0.0,0.0,6.0,8.0,4.0,11.75,0.0,0.0,6.0,8.0,4.0,12.25,0.0,9.4,-0.8,-3.12,0,8.0,12.0,0.6666666666666666
1.0,39.0,1.0,9500.0,1.0,1.0,133.1,1.0,37.0,37.0,9.0,6.0,120.0,0.0,0.0,0.0,1.0,0.0,0.0,34.0,0.0,0.0,7.0,14.0,3.0,11.5,0.0,0.0,7.0,9.0,2.0,10.5,0.0,16.2,0.3,-0.92,0,5.0,11.0,0.35714285714285715
1.0,39.0,1.0,9991.0,1.0,1.0,120.0,1.0,37.0,37.0,9.0,9.0,110.0,0.0,0.0,0.0,1.0,0.0,0.0,34.0,0.0,0.0,5.0,14.0,2.0,10.0,0.0,0.0,5.0,7.0,3.0,11.333333333333334,0.0,12.7,3.7,-1.7,1,5.0,10.666666666666668,0.5
1.0,39.0,1.0,9500.0,1.0,1.0,130.0,1.0,37.0,37.0,9.0,7.0,133.0,1.0,0.0,0.0,1.0,0.0,0.0,26.0,0.0,0.0,7.0,7.0,6.0,13.7,0.0,0.0,7.0,7.0,6.0,13.7,0.0,7.6,2.6,0.32,2,12.0,13.7,0.8571428571428571
1.0,7.0,1.0,9085.0,1.0,1.0,140.0,1.0,19.0,20.0,4.0,16.5,140.0,1.0,0.0,0.0,1.0,0.0,0.0,32.0,0.0,0.0,5.0,8.0,1.0,14.0,0.0,0.0,5.0,12.0,0.0,6.874999999999999,0.0,10.8,1.4,1.74,0,1.0,10.4375,0.1
1.0,39.0,1.0,8378.5,1.0,1.0,133.1,1.0,37.0,37.0,6.0,8.0,100.0,0.0,0.0,0.0,1.0,0.0,0.0,34.0,0.0,0.0,8.0,12.0,7.0,11.375,0.0,0.0,7.0,10.0,6.0,12.166666666666666,0.0,13.9,-0.3,0.79,1,13.0,11.770833333333332,0.8666666666666667
1.0,39.0,1.0,9085.0,1.0,1.0,140.0,1.0,37.0,19.0,16.5,16.5,129.3,1.0,0.0,0.0,1.0,0.0,0.0,28.0,0.0,0.0,6.0,16.0,0.0,7.3999999999999995,0.0,0.0,6.0,6.0,0.0,6.874999999999999,0.0,8.9,1.4,3.51,1,0.0,7.137499999999999,0.0
1.0,1.0,1.0,9238.0,1.0,1.0,133.1,1.0,19.0,37.0,0.0,0.0,137.0,1.0,0.0,0.0,1.0,0.0,0.0,19.0,0.0,0.0,6.0,10.0,0.0,7.3999999999999995,0.0,0.0,6.0,0.0,0.0,6.874999999999999,0.0,7.6,2.6,0.32,0,0.0,7.137499999999999,0.0
1.0,1.0,3.5,9147.0,1.0,1.0,125.0,1.0,37.0,38.0,7.0,7.0,122.2,1.0,0.0,0.0,1.0,0.0,0.0,18.0,0.0,0.0,5.0,9.0,1.0,11.0,0.0,0.0,5.0,9.0,2.0,12.5,0.0,7.6,2.6,0.32,1,3.0,11.75,0.3
1.0,1.0,1.0,9853.0,1.0,1.0,115.0,1.0,19.0,38.0,9.0,9.0,108.0,0.0,0.0,0.0,1.0,0.0,0.0,19.0,0.0,0.0,7.0,10.0,6.0,13.0,0.0,0.0,7.0,7.0,7.0,13.285714285714286,0.0,12.4,0.5,1.79,2,13.0,13.142857142857142,0.9285714285714286
1.0,7.0,1.0,9670.0,1.0,1.0,110.0,1.0,37.0,37.0,7.0,7.0,110.0,0.0,0.0,0.0,1.0,0.0,0.0,32.0,0.0,0.0,10.0,15.0,8.0,13.6,0.0,0.0,8.0,10.0,8.0,15.11111111111111,0.0,13.9,-0.3,0.79,2,16.0,14.355555555555554,0.8888888888888888
1.0,39.0,1.0,9147.0,1.0,1.0,140.0,1.0,37.0,37.0,9.0,9.0,127.7,1.0,0.0,0.0,1.0,0.0,0.0,31.0,0.0,0.0,5.0,8.0,3.0,11.0,0.0,0.0,5.0,9.0,2.0,11.5,0.0,7.6,2.6,0.32,0,5.0,11.25,0.5
1.0,39.0,1.0,9500.0,1.0,1.0,102.5,1.0,3.0,1.0,2.0,5.0,121.3,1.0,0.0,0.0,1.0,0.0,0.0,34.0,0.0,0.0,8.0,11.0,7.0,11.705714285714285,0.0,0.0,8.0,11.0,7.0,11.705714285714285,0.0,10.8,1.4,1.74,1,14.0,11.705714285714285,0.875
1.0,1.0,3.0,8378.5,1.0,1.0,145.0,1.0,1.0,1.0,3.0,3.0,140.1,1.0,0.0,0.0,1.0,0.0,0.0,20.0,0.0,0.0,10.0,12.0,10.5,13.25,0.0,0.0,10.0,14.0,11.0,14.333333333333334,0.0,8.9,1.4,3.51,2,21.5,13.791666666666668,1.075
1.0,39.0,1.0,9500.0,1.0,1.0,133.1,1.0,38.0,38.0,9.0,9.0,114.8,0.0,0.0,0.0,1.0,0.0,0.0,28.0,0.0,0.0,7.0,15.0,1.0,10.75,0.0,0.0,7.0,10.0,1.0,10.0,0.0,13.9,-0.3,0.79,0,2.0,10.375,0.14285714285714285
1.0,44.0,1.0,9991.0,1.0,1.0,150.0,1.0,37.0,37.0,6.0,6.0,150.0,0.0,0.0,0.0,1.0,0.0,0.0,31.0,0.0,0.0,6.0,8.0,6.0,12.0,0.0,0.0,7.0,8.0,7.0,13.428571428571429,0.0,9.4,-0.8,-3.12,1,13.0,12.714285714285715,1.0
1.0,1.0,1.0,9773.0,1.0,1.0,145.0,1.0,19.0,38.0,4.0,10.0,131.7,1.0,0.0,0.0,1.0,0.0,0.0,18.0,0.0,0.0,6.0,7.0,6.0,12.666666666666666,0.0,0.0,6.0,8.0,4.0,12.25,0.0,7.6,2.6,0.32,1,10.0,12.458333333333332,0.8333333333333334
